177,699	44,453
178,041	40,788
178,383	29,954
178,725	22,306
179,068	5,258
179,410	32,025
179,752	31,634
180,094	29,968
180,436	27,405
180,779	28,694
181,121	31,141
181,463	31,446
181,805	31,533
182,147	32,402
182,489	31,619
182,832	33,531
183,174	30,823
183,516	29,852
183,858	30,432
184,200	33,879
184,542	31,866
184,884	28,867
185,226	28,172
185,568	28,665
185,910	26,984
186,252	25,985
186,595	24,203
186,937	22,683
187,279	24,609
187,621	24,942
187,963	25,739
188,305	27,665
188,647	30,837
188,989	30,736
189,330	31,460
189,672	36,008
190,014	36,211
190,356	38,485
190,698	39,962
191,040	38,833
191,382	39,398
191,724	38,500
192,066	36,544
192,408	36,052
192,750	33,778
193,091	35,776
193,433	35,892
193,775	35,197
194,117	33,749
194,459	36,211
194,801	36,197
195,142	35,458
195,484	35,878
195,826	38,529
196,168	41,788
196,510	41,425
196,851	38,355
197,193	36,472
197,535	37,804
197,877	35,690
198,218	35,327
198,560	37,312
198,902	38,543
199,243	39,398
199,585	40,788
199,927	39,456
200,268	44,525
200,610	44,409
200,952	44,540
201,293	44,540
201,635	46,234
201,977	44,974
202,318	41,816
202,660	39,238
203,001	35,791
203,343	33,430
203,684	31,446
204,026	29,722
204,368	31,924
204,709	34,734
205,051	35,284
205,392	35,559
205,734	36,573
206,075	38,717
206,417	40,455
206,758	42,613
207,100	42,700
207,441	42,671
207,783	41,686
208,124	41,788
208,465	38,398
208,807	41,802
209,148	42,787
209,490	43,497
209,831	45,133
210,173	45,742
210,514	44,091
210,855	43,714
211,197	45,916
211,538	47,712
211,879	46,582
212,221	47,451
212,562	43,250
212,903	45,047
213,245	43,120
213,586	40,643
213,927	39,861
214,268	43,946
214,610	45,525
214,951	45,568
215,292	44,293
215,633	45,307
215,975	45,843
216,316	50,073
216,657	49,580
216,998	49,928
217,340	45,742
217,681	48,016
218,022	48,219
218,363	47,060
218,704	45,481
219,045	47,958
219,386	45,974
219,728	45,206
220,069	41,744
220,410	41,556
220,751	43,757
221,092	47,958
221,433	45,800
221,774	42,990
222,115	45,090
222,456	46,075
222,797	45,336
223,138	44,091
223,479	44,105
223,820	42,903
224,161	42,743
224,502	39,818
224,843	39,064
225,184	41,005
225,525	40,527
225,866	41,686
226,207	39,702
226,548	38,137
226,889	39,267
227,230	36,646
227,571	37,500
227,912	36,414
228,253	36,037
228,593	39,513
228,934	37,500
229,275	39,745
229,616	39,108
229,957	39,774
230,298	40,614
230,638	40,267
230,979	42,758
231,320	43,439
231,661	45,061
232,002	45,611
232,342	42,454
232,683	42,657
233,024	38,775
233,365	35,458
233,705	35,429
234,046	35,139
234,387	38,601
234,727	39,716
235,068	40,962
235,409	40,962
235,749	41,512
236,090	44,293
236,431	43,844
236,771	43,699
237,112	44,815
237,453	45,568
237,793	46,379
238,134	43,902
238,474	44,148
238,815	41,020
239,156	38,804
239,496	39,427
239,837	37,602
240,177	38,195
240,518	41,744
240,858	42,294
241,199	41,990
241,539	42,700
241,880	41,932
242,220	40,194
242,561	39,803
242,901	43,714
243,242	43,569
243,582	42,570
243,923	41,990
244,263	41,223
244,603	37,804
244,944	38,268
245,284	36,834
245,625	37,399
245,965	41,194
246,305	42,541
246,646	39,021
246,986	38,746
247,326	37,457
247,667	39,441
248,007	39,021
248,347	42,454
248,688	41,194
249,028	40,223
249,368	44,366
249,709	42,106
250,049	41,860
250,389	42,410
250,729	42,859
251,070	45,336
251,410	42,077
251,750	40,745
252,090	39,991
252,430	39,427
252,770	39,412
253,111	35,849
253,451	37,833
253,791	36,023
254,131	35,284
254,471	33,662
254,811	29,418
255,151	31,460
255,492	32,112
255,832	34,821
256,172	36,283
256,512	40,643
256,852	41,425
257,192	39,774
257,532	39,644
257,872	39,977
258,212	40,585
258,552	44,829
258,892	42,454
259,232	42,454
259,572	40,455
259,912	43,077
260,252	40,238
260,592	41,295
260,932	40,904
261,272	41,440
261,612	40,774
261,952	42,048
262,292	39,369
262,631	43,728
262,971	44,337
263,311	44,525
263,651	41,730
263,991	39,340
264,331	39,311
264,671	38,500
265,010	36,370
265,350	37,906
265,690	39,485
266,030	42,425
266,370	38,949
266,709	42,266
267,049	40,006
267,389	40,325
267,729	41,816
268,068	38,340
268,408	37,167
268,748	43,540
269,087	42,613
269,427	39,774
269,767	40,947
270,106	45,322
270,446	40,991
270,786	43,120
271,125	45,771
271,465	45,800
271,805	49,334
272,144	49,479
272,484	44,713
272,824	43,193
273,163	43,772
273,503	40,774
273,842	41,367
274,182	41,990
274,521	41,440
274,861	40,238
275,200	41,469
275,540	41,599
275,879	41,252
276,219	44,496
276,558	44,598
276,898	45,930
277,237	46,625
277,577	46,640
277,916	47,277
278,256	49,406
278,595	48,306
278,934	47,060
279,274	43,323
279,613	45,843
279,953	44,018
280,292	45,814
280,631	42,874
280,971	43,381
281,310	38,500
281,649	39,050
281,989	37,602
282,328	34,198
282,667	33,053
283,007	37,573
283,346	37,978
283,685	38,847
284,024	35,009
284,364	37,602
284,703	38,978
285,042	42,410
285,381	41,961
285,721	41,237
286,060	42,599
286,399	44,467
286,738	43,048
287,077	41,005
287,416	41,715
287,756	43,033
288,095	40,194
288,434	39,905
288,773	41,788
289,112	43,207
289,451	46,915
289,790	50,000
290,129	49,508
290,468	47,610
290,807	48,161
291,146	47,784
291,485	51,637
291,825	54,881
292,164	56,533
292,503	56,026
292,842	53,839
293,181	51,058
293,519	48,885
293,858	50,609
294,197	51,144
294,536	51,724
294,875	50,956
295,214	47,306
295,553	45,742
295,892	41,107
296,231	34,965
296,570	34,806
296,909	33,372
297,247	28,621
297,586	27,854
297,925	28,665
298,264	26,984
298,603	27,318
298,942	32,213
299,280	34,256
299,619	33,575
299,958	36,327
300,297	38,529
300,636	38,427
300,974	44,279
301,313	43,511
301,652	43,946
301,990	47,321
302,329	47,741
302,668	47,335
303,007	41,759
303,345	44,105
303,684	43,917
304,023	43,859
304,361	44,004
304,700	44,742
305,038	42,642
305,377	44,409
305,716	42,657
306,054	44,148
306,393	40,426
306,731	44,395
307,070	44,873
307,409	44,655
307,747	45,119
308,086	49,421
308,424	45,988
308,763	48,045
309,101	47,118
309,440	46,075
309,778	43,048
310,117	43,844
310,455	41,425
310,793	41,744
311,132	44,120
311,470	42,642
311,809	37,761
312,147	41,281
312,486	40,904
312,824	41,034
313,162	40,846
313,501	45,872
313,839	49,406
314,177	53,259
314,516	52,520
314,854	49,030
315,192	50,406
315,531	51,550
315,869	49,305
316,207	52,100
316,545	49,464
316,884	52,274
317,222	47,176
317,560	44,250
317,898	40,774
318,237	43,149
318,575	47,871
318,913	47,929
319,251	48,943
319,589	51,231
319,928	46,147
320,266	44,626
320,604	43,048
320,942	45,887
321,280	45,249
321,618	49,305
321,956	48,103
322,294	48,595
322,632	45,032
322,971	47,306
323,309	46,191
323,647	47,596
323,985	50,058
324,323	50,551
324,661	48,378
324,999	49,377
325,337	49,334
325,675	45,553
326,013	43,019
326,351	45,496
326,689	45,220
327,027	46,423
327,365	45,032
327,702	45,235
328,040	45,814
328,378	46,944
328,716	46,973
329,054	46,538
329,392	50,768
329,730	48,899
330,068	51,231
330,405	49,131
330,743	50,580
331,081	53,882
331,419	54,606
331,757	52,897
332,094	52,868
332,432	55,852
332,770	54,983
333,108	53,563
333,445	55,200
333,783	51,420
334,121	52,477
334,459	53,998
334,796	55,099
335,134	56,837
335,472	57,040
335,809	57,778
336,147	51,767
336,485	50,652
336,822	50,377
337,160	52,694
337,498	53,158
337,835	52,231
338,173	49,508
338,510	49,566
338,848	47,770
339,185	46,278
339,523	46,234
339,861	49,493
340,198	52,926
340,536	55,924
340,873	51,173
341,211	52,709
341,548	53,230
341,886	52,810
342,223	50,695
342,561	49,624
342,898	52,260
343,235	51,188
343,573	50,203
343,910	45,191
344,248	44,221
344,585	45,090
344,922	45,496
345,260	45,669
345,597	45,510
345,934	48,450
346,272	48,349
346,609	48,465
346,946	51,738
347,284	55,707
347,621	61,052
347,958	59,096
348,296	62,515
348,633	62,138
348,970	60,400
349,307	59,241
349,645	55,837
349,982	57,300
350,319	56,489
350,656	52,187
350,993	48,262
351,331	46,191
351,668	46,828
352,005	43,337
352,342	43,960
352,679	44,569
353,016	46,973
353,353	48,450
353,691	47,234
354,028	49,638
354,365	51,637
354,702	54,621
355,039	55,316
355,376	56,591
355,713	55,359
356,050	57,242
356,387	57,909
356,724	56,011
357,061	55,461
357,398	57,489
357,735	54,664
358,072	55,548
358,409	54,751
358,746	53,911
359,083	53,766
359,420	57,054
359,757	54,085
360,093	57,633
360,430	60,038
360,767	61,921
361,104	60,197
361,441	58,966
361,778	56,373
362,115	53,462
362,451	53,129
362,788	53,896
363,125	52,187
363,462	50,811
363,799	47,089
364,135	44,322
364,472	47,350
364,809	45,742
365,146	47,871
365,482	50,188
365,819	50,884
366,156	52,796
366,492	50,565
366,829	53,013
367,166	55,533
367,502	54,925
367,839	54,606
368,176	52,173
368,512	53,230
368,849	54,012
369,185	52,796
369,522	53,390
369,859	50,449
370,195	52,463
370,532	50,435
370,868	51,550
371,205	50,927
371,541	54,288
371,878	52,883
372,214	54,056
372,551	51,550
372,887	53,462
373,224	57,807
373,560	57,054
373,897	57,358
374,233	60,168
374,570	59,487
374,906	61,414
375,242	59,183
375,579	60,704
375,915	57,952
376,252	58,836
376,588	59,169
376,924	55,910
377,261	57,909
377,597	59,270
377,933	58,749
378,270	60,183
378,606	59,676
378,942	59,661
379,278	56,692
379,615	58,445
379,951	57,228
380,287	55,779
380,623	54,852
380,960	52,998
381,296	50,884
381,632	49,131
381,968	48,349
382,304	46,625
382,641	49,276
382,977	49,377
383,313	49,957
383,649	52,158
383,985	52,231
384,321	52,752
384,657	53,621
384,993	54,259
385,329	55,852
385,666	54,201
386,002	53,129
386,338	52,926
386,674	52,477
387,010	55,186
387,346	56,750
387,682	56,953
388,018	56,518
388,354	57,344
388,690	56,285
389,026	54,798
389,361	54,545
389,697	56,559
390,033	55,784
390,369	57,653
390,705	55,364
391,041	57,570
391,377	57,596
391,713	58,474
392,049	59,749
392,384	61,744
392,720	58,674
393,056	60,505
393,392	61,539
393,728	61,950
394,063	60,310
394,399	61,117
394,735	59,054
395,071	59,009
395,406	59,104
395,742	57,053
396,078	53,867
396,414	55,165
396,749	53,781
397,085	51,468
397,421	46,874
397,756	46,412
398,092	42,912
398,428	39,138
398,763	37,268
399,099	38,737
399,434	37,264
399,770	37,668
400,106	37,199
400,441	34,577
400,777	35,944
401,112	37,182
401,448	37,301
401,783	37,989
402,119	36,250
402,454	34,194
402,790	31,578
403,125	31,845
403,461	30,530
403,796	27,750
404,132	28,048
404,467	25,992
404,803	24,667
405,138	23,531
405,473	21,367
405,809	21,394
406,144	19,930
406,480	19,475
406,815	17,579
407,150	16,681
407,486	16,325
407,821	14,938
408,156	13,784
408,492	12,911
408,827	11,904
409,162	11,798
409,497	11,381
409,833	10,743
410,168	9,382
410,503	9,545
410,838	8,529
411,174	8,641
411,509	8,356
411,844	8,172
412,179	7,765
412,514	7,855
412,849	7,649
413,185	7,483
413,520	7,457
413,855	7,377
414,190	6,803
414,525	6,969
414,860	6,480
415,195	6,393
415,530	6,221
415,865	6,380
416,200	5,756
416,535	5,347
416,870	4,971
417,205	4,820
417,540	4,629
417,875	4,608
418,210	4,457
418,545	4,408
418,880	4,127
419,215	4,265
419,550	3,890
419,885	4,036
420,220	3,878
420,555	3,914
420,890	4,051
421,225	3,937
421,560	3,941
421,894	3,827
422,229	3,697
422,564	3,770
422,899	3,586
423,234	3,617
423,568	3,483
423,903	3,617
424,238	3,455
424,573	3,439
424,907	3,462
425,242	3,319
425,577	3,330
425,912	3,317
426,246	3,230
426,581	2,973
426,916	2,888
427,250	2,934
427,585	3,045
427,920	3,050
428,254	2,989
428,589	2,918
428,924	2,883
429,258	2,835
429,593	2,851
429,927	2,719
430,262	2,976
430,596	2,958
430,931	2,969
431,265	2,793
431,600	2,705
431,934	2,673
432,269	2,720
432,603	2,636
432,938	2,612
433,272	2,814
433,607	2,873
433,941	2,720
434,276	2,634
434,610	2,487
434,945	2,575
435,279	2,719
435,613	2,624
435,948	2,495
436,282	2,582
436,616	2,583
436,951	2,494
437,285	2,696
437,619	2,681
437,954	2,788
438,288	2,807
438,622	2,694
438,956	2,622
439,291	2,701
439,625	2,944
439,959	2,888
440,293	2,806
440,628	2,820
440,962	2,661
441,296	2,750
441,630	2,859
441,964	2,933
442,298	2,993
442,633	3,067
442,967	3,177
443,301	3,234
443,635	3,197
443,969	3,279
444,303	3,160
444,637	3,191
444,971	3,152
445,305	2,992
445,639	2,960
445,973	3,025
446,307	3,041
446,641	3,001
446,975	2,826
447,309	2,965
447,643	3,015
447,977	3,311
448,311	3,252
448,645	3,152
448,979	3,273
449,313	3,334
449,647	3,238
