500,000	0,001	-519,324
501,403	0,002	-527,104
502,806	0,001	-521,324
504,208	0,000	-516,433
505,611	0,000	-511,863
507,014	0,001	-510,475
508,417	0,002	-509,532
509,820	0,002	-506,129
511,222	0,001	-503,891
512,625	0,000	-503,230
514,028	0,000	-502,167
515,431	0,001	-500,562
516,834	0,000	-498,941
518,236	0,000	-497,725
519,639	0,000	-493,708
521,042	0,000	-492,930
522,445	0,001	-487,975
523,848	0,001	-482,405
525,251	0,000	-479,635
526,653	0,000	-476,540
528,056	0,000	-472,435
529,459	0,000	-471,116
530,862	0,000	-470,130
532,265	0,000	-468,917
533,667	0,000	-467,992
535,070	0,000	-465,547
536,473	0,000	-461,035
537,876	0,000	-455,578
539,279	0,000	-451,486
540,681	0,000	-450,173
542,084	0,000	-446,721
543,487	0,000	-441,942
544,890	0,000	-436,558
546,293	0,000	-431,211
547,695	0,000	-426,386
549,098	0,000	-421,363
550,501	0,000	-416,168
551,904	0,000	-410,646
553,307	0,000	-405,162
554,709	0,000	-400,928
556,112	0,000	-397,656
557,515	0,001	-393,251
558,918	0,000	-388,706
560,321	0,000	-385,124
561,723	0,000	-383,567
563,126	0,000	-378,806
564,529	0,000	-374,591
565,932	0,000	-371,618
567,335	0,000	-366,046
568,737	0,001	-360,689
570,140	0,001	-355,598
571,543	0,001	-350,765
572,946	0,001	-346,051
574,349	0,001	-341,067
575,752	0,001	-336,280
577,154	0,001	-331,894
578,557	0,001	-327,616
579,960	0,000	-323,029
581,363	0,000	-318,356
582,766	0,001	-313,897
584,168	0,000	-308,800
585,571	0,000	-304,665
586,974	0,000	-301,803
588,377	0,000	-297,361
589,780	0,001	-293,002
591,182	0,003	-288,653
592,585	0,003	-284,058
593,988	0,005	-279,430
595,391	0,007	-274,799
596,794	0,006	-270,203
598,196	0,007	-265,536
599,599	0,008	-260,854
601,002	0,009	-256,189
602,405	0,012	-251,603
603,808	0,015	-247,068
605,210	0,013	-242,604
606,613	0,013	-238,182
608,016	0,012	-233,799
609,419	0,011	-229,496
610,822	0,008	-225,350
612,224	0,005	-221,314
613,627	0,003	-217,509
615,030	0,002	-213,709
616,433	0,003	-209,912
617,836	0,003	-206,092
619,238	0,004	-202,238
620,641	0,005	-198,349
622,044	0,005	-194,442
623,447	0,005	-190,482
624,850	0,006	-186,404
626,253	0,006	-182,321
627,655	0,005	-178,243
629,058	0,004	-174,248
630,461	0,003	-170,241
631,864	0,001	-166,216
633,267	0,001	-162,630
634,669	0,002	-159,111
636,072	0,002	-155,121
637,475	0,001	-151,477
638,878	0,000	-148,268
640,281	0,000	-144,943
641,683	0,000	-141,626
643,086	0,000	-139,028
644,489	0,001	-136,115
645,892	0,001	-132,613
647,295	0,001	-129,237
648,697	0,000	-125,935
650,100	0,000	-122,887
651,503	0,001	-119,906
652,906	0,000	-117,150
654,309	0,000	-114,364
655,711	0,001	-111,529
657,114	0,003	-108,490
658,517	0,005	-105,316
659,920	0,010	-102,055
661,323	0,016	-98,774
662,725	0,023	-95,477
664,128	0,030	-92,177
665,531	0,038	-88,867
666,934	0,045	-85,574
668,337	0,053	-82,309
669,739	0,062	-79,056
671,142	0,070	-75,815
672,545	0,084	-72,562
673,948	0,100	-69,301
675,351	0,117	-66,030
676,754	0,134	-62,755
678,156	0,152	-59,511
679,559	0,170	-56,272
680,962	0,196	-53,038
682,365	0,220	-49,806
683,768	0,235	-46,597
685,170	0,250	-43,389
686,573	0,273	-40,190
687,976	0,292	-36,997
689,379	0,301	-33,827
690,782	0,311	-30,661
692,184	0,327	-27,507
693,587	0,346	-24,360
694,990	0,373	-21,234
696,393	0,397	-18,114
697,796	0,416	-15,013
699,198	0,438	-11,915
700,601	0,469	-8,826
702,004	0,499	-5,737
703,407	0,527	-2,651
704,810	0,555	-0,030
706,212	0,585	-0,025
707,615	0,614	-0,020
709,018	0,634	-0,014
710,421	0,654	-0,009
711,824	0,668	-0,005
713,226	0,682	-0,001
714,629	0,691	0,016
716,032	0,700	0,035
717,435	0,680	0,059
718,838	0,653	0,084
720,240	0,636	0,106
721,643	0,623	0,126
723,046	0,622	0,142
724,449	0,630	0,153
725,852	0,636	0,163
727,255	0,639	0,171
728,657	0,642	0,176
730,060	0,652	0,169
731,463	0,662	0,161
732,866	0,684	0,180
734,269	0,706	0,200
735,671	0,729	0,197
737,074	0,752	0,185
738,477	0,765	0,177
739,880	0,768	0,173
741,283	0,776	0,172
742,685	0,803	0,185
744,088	0,830	0,197
745,491	0,855	0,198
746,894	0,880	0,198
748,297	0,909	0,202
749,699	0,938	0,206
751,102	0,964	0,213
752,505	0,982	0,225
753,908	1,000	0,237
755,311	0,986	0,241
756,713	0,972	0,245
758,116	0,960	0,251
759,519	0,949	0,259
760,922	0,929	0,263
762,325	0,883	0,251
763,727	0,838	0,239
765,130	0,814	0,245
766,533	0,795	0,255
767,936	0,772	0,256
769,339	0,746	0,243
770,741	0,719	0,229
772,144	0,698	0,206
773,547	0,676	0,182
774,950	0,658	0,160
776,353	0,642	0,138
777,756	0,627	0,117
779,158	0,620	0,095
780,561	0,613	0,072
781,964	0,616	0,049
783,367	0,629	0,025
784,770	0,642	0,002
786,172	0,650	0,001
787,575	0,658	0,003
788,978	0,663	0,008
790,381	0,663	0,019
791,784	0,663	0,031
793,186	0,661	0,033
794,589	0,659	0,034
795,992	0,657	0,034
797,395	0,655	0,039
798,798	0,652	0,043
800,200	0,657	0,053
801,603	0,667	0,069
803,006	0,678	0,085
804,409	0,683	0,089
805,812	0,688	0,091
807,214	0,688	0,093
808,617	0,667	0,091
810,020	0,647	0,089
811,423	0,637	0,091
812,826	0,639	0,096
814,228	0,640	0,101
815,631	0,635	0,095
817,034	0,628	0,086
818,437	0,622	0,077
819,840	0,600	0,074
821,242	0,579	0,072
822,645	0,558	0,070
824,048	0,539	0,074
825,451	0,521	0,077
826,854	0,499	0,079
828,257	0,474	0,079
829,659	0,448	0,078
831,062	0,430	0,088
832,465	0,416	0,108
833,868	0,402	0,127
835,271	0,385	0,138
836,673	0,367	0,146
838,076	0,349	0,153
839,479	0,337	0,168
840,882	0,327	0,186
842,285	0,316	0,203
843,687	0,317	0,204
845,090	0,319	0,202
846,493	0,322	0,200
847,896	0,331	0,233
849,299	0,341	0,269
850,701	0,352	0,305
852,104	0,347	0,330
853,507	0,342	0,355
854,910	0,336	0,380
856,313	0,336	0,409
857,715	0,336	0,438
859,118	0,337	0,467
860,521	0,367	0,485
861,924	0,401	0,502
863,327	0,435	0,519
864,729	0,396	0,539
866,132	0,341	0,561
867,535	0,286	0,582
868,938	0,272	0,592
870,341	0,274	0,599
871,743	0,275	0,605
873,146	0,248	0,589
874,549	0,200	0,557
875,952	0,153	0,525
877,355	0,129	0,526
878,758	0,136	0,572
880,160	0,144	0,618
881,563	0,146	0,642
882,966	0,133	0,583
884,369	0,121	0,523
885,772	0,108	0,464
887,174	0,120	0,454
888,577	0,133	0,446
889,980	0,145	0,437
891,383	0,156	0,426
892,786	0,166	0,414
894,188	0,176	0,402
895,591	0,185	0,391
896,994	0,190	0,382
898,397	0,196	0,372
899,800	0,201	0,361
901,202	0,199	0,328
902,605	0,197	0,295
904,008	0,195	0,262
905,411	0,190	0,220
906,814	0,184	0,174
908,216	0,178	0,128
909,619	0,173	0,085
911,022	0,170	0,050
912,425	0,168	0,014
913,828	0,165	-0,021
915,230	0,161	-0,053
916,633	0,158	-0,085
918,036	0,154	-0,117
919,439	0,150	-0,143
920,842	0,145	-0,159
922,244	0,141	-0,175
923,647	0,137	-0,191
925,050	0,132	-0,216
926,453	0,127	-0,243
927,856	0,122	-0,269
929,259	0,119	-0,299
930,661	0,121	-0,334
932,064	0,122	-0,369
933,467	0,123	-0,404
934,870	0,118	-0,419
936,273	0,111	-0,427
937,675	0,104	-0,435
939,078	0,098	-0,447
940,481	0,098	-0,481
941,884	0,098	-0,516
943,287	0,098	-0,551
944,689	0,096	-0,584
946,092	0,093	-0,615
947,495	0,089	-0,646
948,898	0,086	-0,677
950,301	0,086	-0,715
951,703	0,087	-0,756
953,106	0,089	-0,797
954,509	0,090	-0,839
955,912	0,091	-0,880
957,315	0,093	-0,922
958,717	0,094	-0,964
960,120	0,095	-1,008
961,523	0,097	-1,063
962,926	0,098	-1,118
964,329	0,099	-1,174
965,731	0,099	-1,221
967,134	0,098	-1,255
968,537	0,096	-1,289
969,940	0,095	-1,324
971,343	0,093	-1,364
972,745	0,092	-1,411
974,148	0,090	-1,458
975,551	0,089	-1,505
976,954	0,085	-1,551
978,357	0,080	-1,594
979,760	0,074	-1,638
981,162	0,069	-1,682
982,565	0,068	-1,723
983,968	0,071	-1,763
985,371	0,073	-1,802
986,774	0,076	-1,842
988,176	0,076	-1,889
989,579	0,075	-1,940
990,982	0,073	-1,992
992,385	0,072	-2,044
993,788	0,071	-2,097
995,190	0,068	-2,151
996,593	0,066	-2,205
997,996	0,064	-2,260
999,399	0,061	-2,314
1000,802	0,058	-2,367
1002,204	0,054	-2,419
1003,607	0,051	-2,472
1005,010	0,047	-2,529
1006,413	0,043	-2,597
1007,816	0,038	-2,665
1009,218	0,034	-2,733
1010,621	0,030	-2,800
